QB DVOA,QB,PRE W/L,TM,DAVE O,D,RUSH OFF,RUSH DEF,QB DVOA1,QB1,PRE W/L1,TM1,DAVE O,D1,RUSH OFF,PASS OFF,RUSH DEF,ATS,QBE,DIFDW1,DIFDW1O,ST,O DIFF,D DIFF,QBRUND,Eyds/GM,ID,12-6.5% MOVE,NET Yds/Drive,NET Pts/Drive,NET TOs/Drive,NET Avg. Lead,NET LOS/Drive,OFF TDs/Drive,OFF Stops/Drive,d3Outs/Drive,TTL Open O/U,TTL Close O/U,2nd HF SIDE,1st HF Margin,1st HF ATS Margin,INT/Drive,BOFF,BETTER SP,AVG TT,AVG CAY,AVG IAY,AVG AYD,AVG AGG,AYTS,AVG ATT,AVG YDS,AVG TD,AVG INT,AVG RATE,AVGCOMP,AVG xCOMP,AVG YPP,AVG xYPP,AVG xYards,AVG YPP +/-,TEAM,closeline,push
0.173,53.5,L,0.04,0.122,0.08,0.312,0.086,-0.264,50.6,L,-0.228,-0.137,0.08,-0.102,-0.087,0.259,1,1,0.012,-0.121,-0.003,0.029,-0.014,0,15.18181818,201913GB-7.5NYG3113,0,-1.620689655,0.137931034,-0.077586207,2.599137931,-2.775862069,0.267241379,0.5,0.163793103,1,0,1,7,-0.5,0.017241379,1,1,2.863605263,5.204736842,8.266052632,-3.061315789,12.89289474,-0.62,34.54545455,256.5454545,1.636363636,0.181818182,98.51421053,23.05,23.00662632,7.426315789,7.296508549,260.2892158,0.129807241,CLE,-7.5,0
-0.264,50.6,L,-0.228,-0.137,0.08,-0.102,0.259,0.173,53.5,L,0.04,0.122,0.08,0.312,0.061,0.086,0,0,-0.121,0.012,-0.011,-0.043,-0.053,1,25.18181818,201913NYG7.5GB1331,0,-5.383879781,-0.651775956,0.088251366,-4.321857923,-2.044125683,0.204918033,0.459016393,0.216666667,1,0,0,-7,0.5,0.081967213,0,0,2.860151976,5.085410334,7.83100304,-2.745592705,23.09179331,-1.234650456,36.55555556,235.2222222,1.888888889,0.888888889,87.96838906,23.05167173,23.03116109,6.434650456,6.386371055,236.2818267,0.048279401,DEN,7.5,0
-0.828,13.8,W,-0.328,-0.316,0.031,-0.243,0.127,-0.213,42.5,L,-0.166,-0.095,0.041,-0.13,0.034,-0.036,1,0,-0.152,-0.178,0.019,-0.165,-0.007,0,7.272727273,201913WAS9.5CAR2921,0,-12.46059113,-1.095751232,0.003694581,-5.32989532,-3.014470443,0.112068966,0.50862069,0.160714286,0,0,1,-2,7.5,0.094827586,0,1,2.911941748,6.005825243,8.44368932,-2.437864078,22.30873786,-1.182524272,25.75,155.25,0.5,1.25,64.34951456,14.80582524,17.23497087,6.029126214,6.493200582,178.9950194,-0.464074368,MIA,9.5,0
-0.213,42.5,L,-0.166,-0.095,0.041,-0.13,-0.036,-0.828,13.8,W,-0.328,-0.316,0.031,-0.243,-0.214,0.127,0,1,-0.178,-0.152,-0.029,-0.14,0.014,0,0.090909091,201913CAR-9.5WAS2129,0,-0.26449812,-0.226273214,-0.004386465,-1.61726672,1.480061524,0.213740458,0.435114504,0.21641791,0,0,0,2,-7.5,0.076335878,1,0,2.7728125,5.6678125,8.5690625,-2.90125,18.125,-0.0890625,35.55555556,242.1111111,1.444444444,1,82.9021875,22.778125,22.7638625,6.809375,6.720031846,245.0379406,0.089343154,MIN,-9.5,0
0.086,56.2,W,0.338,0.032,-0.292,0.235,-0.448,0.317,81.9,W,0.44,0.298,-0.117,0.442,0.26,-0.141,1,0,0.358,0.391,0.014,0.086,0.261,0,3.636363636,201913SF4.5BAL1720,0,10.9519375,1.1911875,-0.0431875,7.41965625,5.7329375,0.2734375,0.3046875,0.304,1,1,1,-3,1.5,0.078125,0,0,2.603768546,5.115133531,6.60148368,-1.486350148,13.93590504,-2.416617211,30.63636364,248.2727273,1.818181818,0.909090909,100.3219585,22.60237389,22.19822255,8.103857567,7.930657092,255.8192522,0.173200474,OAK,4.5,0
0.317,81.9,W,0.44,0.298,-0.117,0.442,-0.141,0.086,56.2,W,0.338,0.032,-0.292,0.235,-0.066,-0.448,0,1,0.391,0.358,0.026,0.338,0.041,0,82.45454545,201913BAL-4.5SF2017,0,12.34924135,1.586009174,-0.069424841,8.839096683,1.696806634,0.403846154,0.25,0.155963303,1,1,0,3,-1.5,0.057692308,1,1,2.849431438,6.576254181,8.971906355,-2.395652174,15.04314381,0.033779264,27.18181818,220.6363636,2.181818182,0.454545455,101.5742475,19.22742475,19.15510033,8.117056856,7.651739767,220.2591137,0.465317089,CIN,-4.5,0
0.265,55.7,W,0.006,0.04,0.013,0.228,0.151,0.073,49.8,L,0.012,-0.014,-0.034,0.018,0.029,0.026,1,1,-0.038,0.083,-0.022,-0.019,-0.003,0,14.36363636,201913TEN3.5IND3117,0,-0.257148303,0.203075359,-0.026115135,-0.374475791,3.274939637,0.245901639,0.524590164,0.217054264,0,0,1,-3,0.5,0.049180328,1,0,2.790714286,7.046103896,9.203896104,-2.157792208,22.06493506,-0.30974026,25.66666667,236.6666667,1.666666667,0.666666667,109.8318182,20.25974026,17.82985065,9.220779221,8.243195756,226.7840974,0.977583465,TB,3.5,0
0.073,49.8,L,0.012,-0.014,-0.034,0.018,0.026,0.265,55.7,W,0.006,0.04,0.013,0.228,-0.046,0.151,0,0,0.083,-0.038,-0.009,0.086,-0.001,0,21,201913IND-3.5TEN1731,0,3.149040867,0.256213511,0.010175146,-0.115095913,-1.777898249,0.256880734,0.412844037,0.2,0,0,0,3,-0.5,0.073394495,0,1,2.883892857,4.510714286,7.2325,-2.721785714,16.06071429,-2.022142857,31.11111111,207.4444444,1.666666667,0.444444444,95.32035714,20.90714286,21.76513571,6.667857143,6.768180106,224.5486357,-0.100322963,BAL,-3.5,0
-0.001,63.1,L,0.095,0.013,-0.089,0.094,-0.015,-0.095,59.4,L,-0.443,-0.216,0.238,-0.155,-0.293,0.461,0,1,0.017,-0.137,-0.008,-0.017,0.025,0,28.90909091,201913PHI-9MIA3137,0,3.186616902,-0.042921887,0.027592642,-1.682151426,-2.472940549,0.223140496,0.479338843,0.258064516,0,0,0,7,-2,0.05785124,1,0,2.668994845,6.004123711,8.42628866,-2.422164948,15.45670103,0.07628866,35.27272727,230,1.545454545,0.545454545,89.62113402,23.03865979,23.9724201,6.520618557,6.675767787,242.691799,-0.155149231,DAL,-9,0
-0.095,59.4,L,-0.443,-0.216,0.238,-0.155,0.461,-0.001,63.1,L,0.095,0.013,-0.089,0.094,-0.001,-0.015,1,0,-0.137,0.017,0.011,-0.011,-0.169,0,13.36363636,201913MIA9PHI3731,0,-12.52129746,-1.498388679,0.095208071,-8.005814768,-1.448437719,0.147540984,0.524590164,0.188034188,0,0,1,-7,2,0.12295082,0,1,2.677413793,6.556206897,9.031034483,-2.474827586,21.02068966,-0.395172414,32.22222222,208,1.111111111,1.111111111,78.98,21.33793103,22.20918621,6.455172414,6.546100924,226.5912862,-0.09092851,IND,9,0
0.194,59.4,L,-0.1,0.069,0.158,0.257,0.282,0.353,76.9,W,0.267,0.226,-0.019,0.474,-0.072,-0.089,0,0,-0.041,0.116,-0.011,0.06,-0.098,0,-6,201913OAK9KC940,0,-3.267158067,-0.55004095,0.000982801,-1.269328419,0.538656839,0.236363636,0.472727273,0.171171171,1,1,0,-21,-12,0.054545455,0,0,2.725014837,4.856973294,6.394362018,-1.537388724,13.95489614,-2.194658754,30.63636364,238.2727273,1.363636364,0.545454545,99.63857567,21.87537092,21.40260237,7.777448071,7.507937859,230.0982878,0.269510212,DET,9,0
0.353,76.9,W,0.267,0.226,-0.019,0.474,-0.089,0.194,59.4,L,-0.1,0.069,0.158,0.257,-0.033,0.282,1,1,0.116,-0.041,0.022,0.083,0.045,0,11.45454545,201913KC-9OAK409,0,2.739913004,0.483125844,-0.055947203,4.05339733,2.728363582,0.283185841,0.353982301,0.169491525,1,1,1,21,12,0.017699115,1,1,2.743589744,6.499038462,9.608012821,-3.108974359,11.83814103,0.132692308,39,341.5,2.25,0.25,109.0942308,25.90705128,25.92249679,8.756410256,8.713319125,347.3850417,0.043091131,BUF,-9,0
-0.13,50.3,W,-0.072,-0.086,0.004,0.011,0.186,0.014,49.1,L,-0.098,-0.027,0.077,0.134,-0.12,0.044,1,1,0.065,-0.064,0.018,-0.014,0.064,1,19.72727273,201913TB3.5JAX2811,0,0.486829837,-0.141608392,0.073892774,-0.152797203,-3.043006993,0.25,0.348484848,0.184615385,1,1,0,25,28.5,0.151515152,0,1,2.762396313,7.961981567,10.32465438,-2.362672811,17.26682028,1.201382488,39.45454545,308.2727273,2,1.818181818,82.26290323,24.87788018,25.18576498,7.813364055,7.809018972,320.0630507,0.004345083,GB,3.5,0
0.014,49.1,L,-0.098,-0.027,0.077,0.134,0.044,-0.13,50.3,W,-0.072,-0.086,0.004,0.011,-0.05,0.186,0,0,-0.064,0.065,0.005,0.084,-0.138,0,0,201913JAX-3.5TB1128,0,-1.375867769,-0.491438017,0.004826446,-2.792991736,-4.091239669,0.152,0.496,0.20661157,1,1,1,-25,-28.5,0.04,1,0,2.609368421,4.397894737,7.643157895,-3.245263158,15.79263158,-1.856842105,47.5,284,1,0.5,86.69263158,32.49473684,30.93217895,5.978947368,5.782198731,274.5329684,0.196748638,CHI,-3.5,0
-0.167,48.4,W,-0.106,-0.225,-0.084,-0.194,0.064,-0.13,38.6,L,-0.332,-0.248,0.143,-0.197,-0.189,0.342,0,1,-0.055,-0.213,0.034,-0.181,0.092,0,8.454545455,201913NYJ-3CIN622,0,-4.717582418,-0.576312576,0.050793651,-3.631868132,-5.833577534,0.150793651,0.547619048,0.223076923,1,1,0,-11,-14,0.103174603,1,0,2.811673004,5.722053232,8.311406844,-2.589353612,16.72281369,-0.47756654,32.875,239.375,1.625,1.25,87.64068441,21.44106464,21.02928517,7.281368821,6.930452822,226.1117452,0.350915999,TEN,-3,0
-0.13,38.6,L,-0.332,-0.248,0.143,-0.197,0.342,-0.167,48.4,W,-0.106,-0.225,-0.084,-0.194,-0.214,0.064,1,0,-0.213,-0.055,0.059,-0.196,-0.08,0,6.181818182,201913CIN3NYJ226,0,-10.56485507,-1.106521739,0.088043478,-6.538586957,-0.299275362,0.125,0.525,0.173913043,1,1,1,11,14,0.083333333,0,1,2.953793103,6.275862069,7.871264368,-1.595402299,25.31149425,-1.512643678,29,158,0.666666667,0.666666667,62.09885057,13.73563218,17.71462069,5.448275862,6.128909681,175.6075172,-0.680633819,NYG,3,0
-0.089,38.4,L,-0.036,-0.083,-0.038,0.049,0.097,0.011,62.8,L,-0.029,0.111,0.114,0.082,0.156,0.261,1,0,-0.182,0.098,0.008,-0.169,0.014,0,-0.181818182,201913LAR-4.5ARI347,0,0.34817382,-0.061916822,0.045587843,0.09727406,-0.7470008,0.193548387,0.39516129,0.231404959,1,1,1,20,15.5,0.10483871,0,1,2.772073171,6.098780488,8.218536585,-2.119756098,12.68243902,-0.95195122,37.27272727,272.2727273,1,1.090909091,80.28292683,25.7,27.84500488,7.304878049,7.665258943,317.1309878,-0.360380894,WAS,-4.5,0
0.011,62.8,L,-0.029,0.111,0.114,0.082,0.261,-0.089,38.4,L,-0.036,-0.083,-0.038,0.049,-0.063,0.097,0,1,0.098,-0.182,-0.026,0.228,-0.131,1,48.9,201913ARI4.5LAR734,0,-7.068663363,-0.454427925,-0.026790203,-2.533433886,-0.701285642,0.201680672,0.428571429,0.153846154,1,1,0,-20,-15.5,0.042016807,1,0,2.704961832,5.399745547,7.061323155,-1.661577608,14.2610687,-2.055725191,35.72727273,245.7272727,1.272727273,0.454545455,91.15979644,24.19338422,24.61230789,6.877862595,6.949340676,258.2988855,-0.071478081,JAC,4.5,0
0.028,45.8,L,-0.076,0.017,0.062,0.188,0.142,-0.335,38.3,L,-0.111,-0.141,-0.06,-0.17,0,0.055,0,1,-0.237,0.001,-0.031,-0.107,-0.106,0,-0.363636364,201913LAC-1DEN2023,0,4.425925926,0.066402116,0.071164021,-1.340873016,-1.066931217,0.203703704,0.324074074,0.152380952,0,0,1,-7,-8,0.12962963,1,1,2.6646875,6.438461538,9.011538462,-2.573076923,16.59447115,-0.234134615,37.81818182,288.0909091,1.363636364,1.272727273,85.38942308,25.15865385,25.13408413,7.617788462,7.490519922,289.2499639,0.127268539,ARI,-1,0
-0.335,38.3,L,-0.111,-0.141,-0.06,-0.17,0.055,0.028,45.8,L,-0.076,0.017,0.062,0.188,-0.136,0.142,1,0,0.001,-0.237,-0.03,-0.016,0.028,0,7.545454545,201913DEN1LAC2320,0,-1.088946835,-0.224612487,0.026292916,0.366036506,-3.908807765,0.145299145,0.521367521,0.220338983,0,0,1,7,8,0.05982906,0,0,2.565119048,6.85,8.25,-1.4,24.98452381,-0.466666667,28,171.6666667,1,0.666666667,68.28690476,13.72619048,16.50328571,6.130952381,6.488912088,193.8145238,-0.357959707,ATL,1,0
-0.062,52.9,W,0.01,-0.002,-0.011,0.086,-0.016,0.18,59.3,W,-0.039,-0.219,-0.164,-0.111,-0.202,-0.109,0,0,0.017,-0.175,0.001,-0.055,0.067,0,9.454545455,201913CLE-2PIT1320,1,-1.622554448,-0.050941307,0.012735327,0.763289037,2.38612034,0.201550388,0.426356589,0.23015873,1,1,0,0,-2,0.100775194,1,0,2.769733333,6.124533333,8.109333333,-1.9848,18.39493333,-1.130666667,34.09090909,247.3636364,1.272727273,1.181818182,80.52346667,21.21333333,22.273176,7.256,7.452558835,258.8932293,-0.196558835,SEA,-2,0
0.18,59.3,W,-0.039,-0.219,-0.164,-0.111,-0.109,-0.062,52.9,W,0.01,-0.002,-0.011,0.086,0.007,-0.016,1,1,-0.175,0.017,0.016,-0.281,0.087,0,0,201913PIT2CLE2013,0,0.055799756,0.001465201,-0.064835165,-0.851037851,-1.216849817,0.150793651,0.476190476,0.230769231,1,1,1,0,2,0.095238095,0,1,2.825437262,4.545627376,8.157034221,-3.611406844,19.39391635,-1.087452471,29.22222222,181.7777778,1.333333333,1,79.55095057,19.55893536,19.97074525,6.220532319,6.245574419,198.8967947,-0.0250421,SF,2,0
0.087,55.8,W,0.414,0.051,-0.347,0.217,-0.502,0.159,70.1,W,-0.058,0.016,0.091,0.214,-0.056,0.209,0,0,0.244,-0.124,0.016,-0.08,0.357,0,6.818181818,201913NE-4.5HOU2228,0,8.665413112,1.299786709,-0.137180063,9.664374719,10.08312753,0.221374046,0.503816794,0.25,0,0,0,-11,-15.5,0.045801527,1,0,2.66808656,5.437585421,7.36332574,-1.925740319,14.57904328,-1.711845103,39.90909091,267.4545455,1.363636364,0.454545455,88.48291572,25.27334852,26.24513212,6.701594533,6.779631975,271.3239932,-0.078037442,NE,-4.5,0
0.159,70.1,W,-0.058,0.016,0.091,0.214,0.209,0.087,55.8,W,0.414,0.051,-0.347,0.217,-0.076,-0.502,1,1,-0.124,0.244,0.017,0.004,-0.139,1,23.18181818,201913HOU4.5NE2822,1,0.849903475,0.087274775,-0.010054698,-1.002895753,-0.056869369,0.276785714,0.366071429,0.153153153,0,0,1,11,15.5,0.071428571,0,1,2.788393352,6.665096953,8.928808864,-2.263711911,16.06759003,0.313573407,32.81818182,263.5454545,1.818181818,0.636363636,101.6243767,23.08587258,22.11565651,8.030470914,7.695941798,256.8220416,0.334529116,PIT,4.5,0
0.257,63.1,W,0.192,0.148,-0.044,0.344,0.056,0.306,74.1,W,0.185,0.197,-0.01,0.51,-0.008,0.051,0,0,0.182,0.104,-0.001,0.175,-0.016,0,4.272727273,201913MIN2.5SEA3037,0,2.752212389,0.725663717,-0.03539823,2.619469027,0.256637168,0.309734513,0.389380531,0.194690265,0,0,0,7,9.5,0.026548673,0,1,2.979838188,6.136245955,7.970226537,-1.833980583,10.35954693,-1.197734628,30.9,263.7,2,0.3,111.5427184,22,20.15582201,8.533980583,7.810820538,243.7472362,0.723160044,PHI,2.5,0
0.306,74.1,W,0.185,0.197,-0.01,0.51,0.051,0.257,63.1,W,0.192,0.148,-0.044,0.344,0.002,0.056,1,1,0.104,0.182,-0.022,0.107,0.001,0,25.09090909,201913SEA-2.5MIN3730,0,0.204020229,0.335317841,-0.060751552,0.47164074,2.087190321,0.267716535,0.433070866,0.195121951,0,0,1,-7,-9.5,0.023622047,1,0,2.835426136,7.348579545,9.705113636,-2.356534091,17.60909091,0.634090909,32,267,2.181818182,0.272727273,110.4303977,23.15056818,21.14911932,8.34375,7.768406851,266.1649773,0.575343149,LAR,-2.5,0
0.301,72.9,L,0.154,0.238,0.028,0.407,0.145,-0.128,38.8,W,-0.042,-0.106,-0.056,0.022,-0.204,-0.035,0,1,0.103,-0.066,-0.056,0.251,-0.084,0,28.25,201914DAL-3CHI2431,0,8.987056911,0.505300813,0.030439024,0.474113821,-4.128325203,0.28,0.32,0.203252033,0,0,0,-10,-13,0.088,1,0,2.867203579,7.651677852,9.421252796,-1.769574944,18.57360179,0.491722595,37.25,315.6666667,1.916666667,0.916666667,99.08724832,25.44966443,23.81319687,8.474272931,8.040011878,311.9342461,0.434261053,NO,-3,0
-0.128,38.8,W,-0.042,-0.106,-0.056,0.022,-0.035,0.301,72.9,L,0.154,0.238,0.028,0.407,0.103,0.145,1,0,-0.066,0.103,0.008,-0.097,0.019,0,4.333333333,201914CHI3DAL3124,0,-1.708547009,-0.002849003,-0.026210826,0.089316239,-2.438176638,0.169230769,0.569230769,0.244444444,0,0,1,10,13,0.069230769,0,1,2.653212291,5.234916201,8.03603352,-2.801117318,16.77932961,-1.192458101,35.8,218.7,1.3,0.7,84.11284916,24.45530726,24.84733799,6.108938547,6.104654587,228.6194804,0.00428396,CAR,3,0
0.327,81.6,W,0.447,0.307,-0.115,0.46,-0.146,-0.079,47.3,W,0.073,0.003,-0.087,0.077,0.017,-0.11,1,1,0.398,0.179,0.025,0.344,0.044,0,87.5,201914BAL-6.5BUF2417,0,11.33997253,1.500534188,-0.06456044,8.199977106,2.294261294,0.392857143,0.258928571,0.153846154,1,1,1,4,-2.5,0.053571429,1,1,2.860186335,6.477950311,8.923913043,-2.445962733,15.51863354,0.052795031,26.83333333,211,2.083333333,0.416666667,100.4832298,18.85403727,18.89087888,7.863354037,7.451916605,212.5011025,0.411437432,WAS,-6.5,0
-0.079,47.3,W,0.073,0.003,-0.087,0.077,-0.11,0.327,81.6,W,0.447,0.307,-0.115,0.46,0.254,-0.146,0,0,0.179,0.398,-0.018,0.084,0.073,1,43.5,201914BUF6.5BAL1724,0,4.060606061,0.621212121,-0.007575758,2.685606061,1.909090909,0.21969697,0.462121212,0.265151515,1,1,1,-4,2.5,0.068181818,0,0,2.873589041,6.269315068,8.97890411,-2.709589041,14.79917808,-0.355068493,30.41666667,215.9166667,1.333333333,0.666666667,88.79479452,19.26849315,19.91710685,7.098630137,7.148097962,223.2533397,-0.049467825,TEN,6.5,0
-0.756,14.2,W,-0.29,-0.307,-0.001,-0.277,0.114,0.187,55.9,W,0.051,0.13,0.08,0.321,0.028,0.077,1,0,-0.114,0.023,0.017,-0.139,0.006,0,5,201914WAS14.5GB1520,0,-10.5349375,-0.911125,-0.0111875,-5.0404375,-1.6939375,0.125,0.5,0.176,1,1,1,-8,6.5,0.0859375,0,1,2.919375,6.3171875,8.51328125,-2.19609375,21.0765625,-1.146875,25.6,153.6,0.4,1,65.43359375,14.453125,16.96446875,6,6.504356718,176.0190391,-0.504356718,BAL,14.5,0
0.187,55.9,W,0.051,0.13,0.08,0.321,0.077,-0.756,14.2,W,-0.29,-0.307,-0.001,-0.277,-0.126,0.114,0,1,0.023,-0.114,0,0.021,-0.006,0,16.75,201914GB-14.5WAS2015,0,-1.449806452,0.290645161,-0.095548387,2.974709677,-1.585935484,0.282258065,0.491935484,0.16,1,1,0,8,-6.5,0.016129032,1,0,2.867312349,5.388135593,8.268765133,-2.88062954,13.5566586,-0.634382567,34.41666667,255.4166667,1.833333333,0.166666667,100.6624697,22.88619855,22.87697337,7.421307506,7.308718849,259.1336901,0.112588657,LAC,-14.5,0
-0.123,45.8,W,-0.102,-0.156,-0.06,-0.153,0.061,0.228,71.9,W,-0.016,0.044,0.087,0.303,-0.066,0.209,1,0,0.01,-0.082,-0.005,-0.023,0.021,0,0,201914DEN8HOU3824,0,-2.100532946,-0.207303779,0.022650194,0.875242248,-3.020348837,0.147286822,0.511627907,0.203125,0,0,0,28,36,0.062015504,0,0,2.73,4.6,7.2,-2.6,10.7,-1,28,134,2,1,84.5,18,16.884,4.785714286,4.594969388,128.6591429,0.190744898,TB,8,0
0.228,71.9,W,-0.016,0.044,0.087,0.303,0.209,-0.123,45.8,W,-0.102,-0.156,-0.06,-0.153,-0.037,0.061,0,1,-0.082,0.01,0.027,0.048,-0.14,0,22.41666667,201914HOU-8DEN2438,0,-0.330578512,0.148760331,-0.016528926,-0.305785124,0.966942149,0.289256198,0.380165289,0.140495868,0,0,1,-28,-36,0.066115702,1,1,2.791088083,6.667357513,8.881606218,-2.214248705,15.80414508,0.228497409,32.16666667,261.0833333,1.916666667,0.583333333,104.1551813,22.75647668,21.80861917,8.116580311,7.788562148,254.965044,0.328018163,DAL,-8,0
0.106,58.4,L,0.33,0.044,-0.276,0.253,-0.45,0.154,61,W,0.253,0.136,-0.101,0.26,0.043,-0.022,1,0,0.35,0.041,0.01,0.098,0.262,0,3.416666667,201914SF3NO4846,1,10.40933215,1.097302079,-0.04057939,6.997097523,4.785603715,0.272058824,0.308823529,0.285714286,0,0,1,1,4,0.073529412,0,0,2.617039106,5.190502793,6.642458101,-1.451955307,14.79608939,-2.292458101,29.83333333,241.3333333,1.75,0.833333333,100.9013966,22.15642458,21.68570391,8.089385475,7.892567869,249.7825503,0.196817605,BUF,3,0
0.154,61,W,0.253,0.136,-0.101,0.26,-0.022,0.106,58.4,L,0.33,0.044,-0.276,0.253,-0.053,-0.45,0,1,0.041,0.35,0.017,-0.043,0.035,0,0,201914NO-3SF4648,0,2.484251969,0.364657287,-0.08467794,3.877436427,4.707241513,0.229508197,0.426229508,0.236220472,0,0,1,-1,-4,0.049180328,1,1,2.549106383,4.769361702,6.432340426,-1.662978723,9.805531915,-2.146382979,39.16666667,292.1666667,2,0.5,106.0285106,29.65106383,27.33374043,7.459574468,7.018971371,281.4590851,0.440603097,NE,-3,0
-0.088,39.5,W,-0.282,-0.201,0.141,-0.138,0.292,-0.072,51.8,L,0.02,0.019,-0.011,0.068,0.031,0.01,1,0,-0.163,0.027,0.06,-0.143,-0.068,0,7.166666667,201914CIN10.5CLE1927,0,-8.75030525,-0.890720391,0.082173382,-5.241330891,1.262148962,0.130769231,0.523076923,0.19047619,0,0,0,-1,9.5,0.076923077,0,1,2.430266667,5.767733333,7.739466667,-1.971733333,19.73173333,-1.4392,41.66666667,277.2222222,1.111111111,0.888888889,80.0256,25.71466667,26.82787467,6.653333333,6.846306184,291.870024,-0.19297285,ATL,10.5,0
-0.072,51.8,L,0.02,0.019,-0.011,0.068,0.01,-0.088,39.5,W,-0.282,-0.201,0.141,-0.138,-0.153,0.292,0,1,0.027,-0.163,-0.011,-0.055,0.055,0,9.833333333,201914CLE-10.5CIN2719,0,-1.847268852,-0.111697309,0.018172129,0.583240075,2.0859579,0.194244604,0.431654676,0.22962963,0,0,1,1,-9.5,0.100719424,1,0,2.770540541,6.083292383,8.344471744,-2.261179361,18.67051597,-0.892383292,33.91666667,243.0833333,1.25,1.166666667,79.84545455,20.96068796,22.04413022,7.167076167,7.368647575,254.6032457,-0.201571408,CAR,-10.5,0
-0.234,38.3,L,-0.213,-0.125,0.064,-0.131,-0.048,-0.01,54.5,L,-0.137,-0.042,0.069,0.09,-0.167,0.245,0,0,-0.225,-0.132,-0.024,-0.148,-0.014,0,3.5,201914CAR1.5ATL2040,0,-0.85055175,-0.275780061,0.008751903,-1.270452816,0.443017504,0.215277778,0.451388889,0.226027397,0,0,0,-3,-1.5,0.076388889,0,1,2.791311475,5.910655738,8.736338798,-2.82568306,17.48087432,-0.040163934,36.6,245.7,1.5,1,82.73852459,23.30874317,23.5509071,6.713114754,6.668454311,250.7195874,0.044660443,JAC,1.5,0
-0.01,54.5,L,-0.137,-0.042,0.069,0.09,0.245,-0.234,38.3,L,-0.213,-0.125,0.064,-0.131,0.018,-0.048,1,1,-0.132,-0.225,-0.026,-0.116,-0.016,0,11.25,201914ATL-1.5CAR4020,1,0.865437158,-0.451229508,0.09726776,-4.444808743,-2.223907104,0.229508197,0.352459016,0.191666667,0,0,1,3,1.5,0.106557377,1,0,2.782729306,6.78098434,8.381208054,-1.600223714,15.44026846,-1.455033557,40.63636364,295.0909091,1.818181818,1.090909091,91.2950783,28.32885906,27.62221029,7.261744966,7.033038828,295.3585123,0.228706138,MIA,-1.5,0
0.288,53.4,L,-0.107,0.016,0.142,0.27,0.219,0.234,60.5,L,0.17,0.138,-0.031,0.317,0.001,0.036,1,0,-0.127,0.16,0.019,-0.019,-0.09,0,0,201914DET13MIN720,0,-3.690585534,-0.330309989,0.011710677,1.13576349,4.750746269,0.21641791,0.425373134,0.238461538,1,1,1,-17,-4,0.074626866,0,1,3.04,7.6,8.9,-1.3,21.1,-0.6,38,280,2,1,87.6,22,22.686,7.368421053,7.501440443,285.0547368,-0.133019391,NYG,13,1
0.234,60.5,L,0.17,0.138,-0.031,0.317,0.036,0.288,53.4,L,-0.107,0.016,0.142,0.27,-0.179,0.219,1,1,0.16,-0.127,0.002,0.165,-0.023,0,3.833333333,201914MIN-13DET207,0,2.051806452,0.564,-0.03116129,2.199741935,-0.884774194,0.306451613,0.39516129,0.184,1,1,0,17,4,0.032258065,1,0,2.964524496,5.968011527,7.90778098,-1.939769452,11.8204611,-1.241786744,31.54545455,264.8181818,2,0.363636364,108.8769452,22,20.59519597,8.39481268,7.796224993,249.0036427,0.598587687,IND,-13,1
-0.032,64.1,W,-0.387,-0.166,0.224,-0.092,0.453,-0.221,43.4,L,-0.161,-0.245,-0.042,-0.24,-0.195,0.116,1,1,-0.081,-0.11,0.003,0.033,-0.166,0,12,201914MIA7.5NYJ2122,1,-10.71567235,-1.318655303,0.088541667,-7.594341856,-2.289299242,0.174242424,0.507575758,0.1796875,1,1,1,-7,0.5,0.121212121,1,0,2.652826748,6.78662614,9.003647416,-2.217021277,21.56352584,-0.277203647,32.9,223.7,1.3,1.1,83.09574468,22.00911854,22.55376292,6.799392097,6.825948208,240.9082462,-0.02655611,HOU,7.5,0
-0.221,43.4,L,-0.161,-0.245,-0.042,-0.24,0.116,-0.032,64.1,W,-0.387,-0.166,0.224,-0.092,-0.279,0.453,0,0,-0.11,-0.081,0.043,-0.203,0.053,0,6.75,201914NYJ-7.5MIA2221,0,-5.151824818,-0.645464025,0.045828989,-4.058420229,-6.825234619,0.138686131,0.562043796,0.221428571,1,1,0,7,-0.5,0.094890511,0,1,2.85926045,5.579742765,8.479421222,-2.899678457,15.74694534,-0.342122186,34.55555556,239.3333333,1.444444444,1.111111111,85.1340836,22.45337621,22.50273312,6.926045016,6.670531915,230.0805563,0.255513101,PHI,-7.5,0
0.068,48.2,L,0.008,-0.036,-0.058,0.013,-0.01,-0.106,52,W,-0.019,-0.08,-0.048,0.04,-0.09,0.104,0,0,0.079,0.118,-0.014,0.082,0.012,1,19.58333333,201914IND2TB3538,0,3.532448178,0.173011787,0.017477307,-0.132333017,-1.94573906,0.247933884,0.396694215,0.196721311,0,0,0,6,8,0.082644628,1,0,2.90840625,4.759375,7.3034375,-2.5440625,15.928125,-2.031875,32,218.6,1.6,0.6,92.7678125,21.41875,22.20949375,6.83125,6.927007593,236.6740563,-0.095757593,MIN,2,0
